id2|id2|startTime|endTime|truncationLimit|truncationOrder
4797743451934304865|4795771477829880294|1654041600000|1656460800000|500|TIMESTAMP_DESCENDING
4798023277643569017|4825889300337927261|1654041600000|1658880000000|500|TIMESTAMP_DESCENDING
4798305852131906049|144962086907154816|1654041600000|1658880000000|500|TIMESTAMP_DESCENDING
4798866877939976786|4909488467932612897|1656633600000|1659052800000|500|TIMESTAMP_DESCENDING
4798868527207429131|4861637996769715794|1654041600000|1657670400000|500|TIMESTAMP_DESCENDING
4799148902672509232|4827578425076105150|1656633600000|1660262400000|500|TIMESTAMP_DESCENDING
4799431202282945201|4908362842903695724|1646092800000|1648512000000|500|TIMESTAMP_DESCENDING
4799713501893369348|4868392296699153470|1654041600000|1658880000000|500|TIMESTAMP_DESCENDING
4800558201701418679|262616977904763425|1656633600000|1661472000000|500|TIMESTAMP_DESCENDING
4800839126922301086|4828984700448024979|1651363200000|1653782400000|500|TIMESTAMP_DESCENDING
4801118952631571909|4908642668612948492|1656633600000|1659052800000|500|TIMESTAMP_DESCENDING
4801120052143199614|289920875279432201|1659312000000|1664150400000|500|TIMESTAMP_DESCENDING
4801121151654823874|4827015475122680524|1627776000000|1630195200000|500|TIMESTAMP_DESCENDING
4801963102683803408|4905546443869138911|1661990400000|1670457600000|500|TIMESTAMP_DESCENDING
4801964202195426417|4803652502299869540|1659312000000|1672617600000|500|TIMESTAMP_DESCENDING
4802245127416335145|296394249987956951|1659312000000|1670198400000|500|TIMESTAMP_DESCENDING
4802809176881371440|4908924968223389540|1638316800000|1641945600000|500|TIMESTAMP_DESCENDING
4803372126834793456|4731031958308538557|1638316800000|1640736000000|500|TIMESTAMP_DESCENDING
4803372951468509265|4892598594940445001|1635724800000|1638144000000|500|TIMESTAMP_DESCENDING
4804497751863734398|4806748452165799866|1648771200000|1651190400000|500|TIMESTAMP_DESCENDING
4804779501718352089|4891755544399845799|1651363200000|1656201600000|500|TIMESTAMP_DESCENDING
4806466702311172344|4841932549376709863|1656633600000|1660262400000|500|TIMESTAMP_DESCENDING
4806467801822807565|215328357183657479|1643673600000|1646092800000|500|TIMESTAMP_DESCENDING
4806468901334437543|4895413069829646657|1643673600000|1646092800000|500|TIMESTAMP_DESCENDING
4806748177287873897|4876274145802849313|1656633600000|1661472000000|500|TIMESTAMP_DESCENDING
4806748177287882023|4876274970436586801|1654041600000|1658880000000|500|TIMESTAMP_DESCENDING
4806748452165799866|243759253976779728|1643673600000|1646092800000|500|TIMESTAMP_DESCENDING
4806750651189039479|229686054897072609|1656633600000|1663891200000|500|TIMESTAMP_DESCENDING
4807592877095915151|218144481340303540|1638316800000|1641945600000|500|TIMESTAMP_DESCENDING
4808155827049352365|132012313833122497|1648771200000|1653609600000|500|TIMESTAMP_DESCENDING
4808438951293485373|4840808848493128968|1648771200000|1651190400000|500|TIMESTAMP_DESCENDING
4809283101345716242|277817451280863447|1651363200000|1653782400000|500|TIMESTAMP_DESCENDING
4810407626863022537|4884999320325067806|1643673600000|1648512000000|500|TIMESTAMP_DESCENDING
4810689376717647262|4863325472240449449|1633046400000|1636675200000|500|TIMESTAMP_DESCENDING
4810690476229268196|173671709897916636|1635724800000|1639353600000|500|TIMESTAMP_DESCENDING
4812096201845386655|4784511929005642050|1659312000000|1661731200000|500|TIMESTAMP_DESCENDING
4812378501455808090|4907518417973551793|1638316800000|1640736000000|500|TIMESTAMP_DESCENDING
4812379600967436061|231935655687489010|1654041600000|1657670400000|500|TIMESTAMP_DESCENDING
4812660251310433009|4903857319130971203|1656633600000|1659052800000|500|TIMESTAMP_DESCENDING
4812660526188349027|4857976623049229258|1651363200000|1653782400000|500|TIMESTAMP_DESCENDING
4812941726287154608|4815194075856638116|1638316800000|1641945600000|500|TIMESTAMP_DESCENDING
4813222376630137499|4880495170941899066|1640995200000|1643414400000|500|TIMESTAMP_DESCENDING
