id2|id2|startTime|endTime|truncationLimit|truncationOrder
4797743451934304865|4879370645424589320|1654041600000|1656460800000|500|TIMESTAMP_DESCENDING
4798023277643569017|4864732847123992117|1654041600000|1658880000000|500|TIMESTAMP_DESCENDING
4798305852131906049|96828491500099144|1654041600000|1658880000000|500|TIMESTAMP_DESCENDING
4798866877939976786|4890629369615094267|1656633600000|1659052800000|500|TIMESTAMP_DESCENDING
4798868527207429131|4876555071023746208|1654041600000|1657670400000|500|TIMESTAMP_DESCENDING
4799148902672509232|4864451372147283248|1656633600000|1660262400000|500|TIMESTAMP_DESCENDING
4799431202282945201|296394249987960333|1646092800000|1648512000000|500|TIMESTAMP_DESCENDING
4799713501893369348|4733566332610554237|1654041600000|1658880000000|500|TIMESTAMP_DESCENDING
4800558201701418679|4830955849918721266|1656633600000|1661472000000|500|TIMESTAMP_DESCENDING
4800839126922301086|4871487696809247486|1651363200000|1653782400000|500|TIMESTAMP_DESCENDING
4801118952631571909|57703744615240784|1656633600000|1659052800000|500|TIMESTAMP_DESCENDING
4801120052143199614|4752142581561828253|1659312000000|1664150400000|500|TIMESTAMP_DESCENDING
4801121151654823874|4662915013944556551|1627776000000|1630195200000|500|TIMESTAMP_DESCENDING
4801963102683803408|4851786372584844785|1661990400000|1670457600000|500|TIMESTAMP_DESCENDING
4801964202195426417|4843060648306808150|1659312000000|1672617600000|500|TIMESTAMP_DESCENDING
4802245127416335145|261492452387469459|1659312000000|1670198400000|500|TIMESTAMP_DESCENDING
4802809176881371440|273875427217387273|1638316800000|1641945600000|500|TIMESTAMP_DESCENDING
4803372126834793456|151436011371496156|1638316800000|1640736000000|500|TIMESTAMP_DESCENDING
4803372951468509265|4904982944159901928|1635724800000|1638144000000|500|TIMESTAMP_DESCENDING
4804497751863734398|4873176271791609118|1648771200000|1651190400000|500|TIMESTAMP_DESCENDING
4804779501718352089|4896820719591112684|1651363200000|1656201600000|500|TIMESTAMP_DESCENDING
4806466702311172344|262618627172207643|1656633600000|1660262400000|500|TIMESTAMP_DESCENDING
4806467801822807565|150872511662272043|1643673600000|1646092800000|500|TIMESTAMP_DESCENDING
4806468901334437543|4908360643880423646|1643673600000|1646092800000|500|TIMESTAMP_DESCENDING
4806748177287873897|213077107125784710|1656633600000|1661472000000|500|TIMESTAMP_DESCENDING
4806748177287882023|4870645196024456725|1654041600000|1658880000000|500|TIMESTAMP_DESCENDING
4806748452165799866|4873177096425309989|1643673600000|1646092800000|500|TIMESTAMP_DESCENDING
4806750651189039479|4901043393997587621|1656633600000|1663891200000|500|TIMESTAMP_DESCENDING
4807592877095915151|4753832530933723992|1638316800000|1641945600000|500|TIMESTAMP_DESCENDING
4808155827049352365|4892036469620736131|1648771200000|1653609600000|500|TIMESTAMP_DESCENDING
4808438951293485373|4858821597735162285|1648771200000|1651190400000|500|TIMESTAMP_DESCENDING
4809283101345716242|295267800325295583|1651363200000|1653782400000|500|TIMESTAMP_DESCENDING
4810407626863022537|243196029145467567|1643673600000|1648512000000|500|TIMESTAMP_DESCENDING
4810689376717647262|297801349993604705|1633046400000|1636675200000|500|TIMESTAMP_DESCENDING
4810690476229268196|4897665144521233469|1635724800000|1639353600000|500|TIMESTAMP_DESCENDING
4812096201845386655|4773536329059286088|1659312000000|1661731200000|500|TIMESTAMP_DESCENDING
4812378501455808090|4903858143764684695|1638316800000|1640736000000|500|TIMESTAMP_DESCENDING
4812379600967436061|4711328435060878819|1654041600000|1657670400000|500|TIMESTAMP_DESCENDING
4812660251310433009|4845311898364693612|1656633600000|1659052800000|500|TIMESTAMP_DESCENDING
4812660526188349027|4842214848987151177|1651363200000|1653782400000|500|TIMESTAMP_DESCENDING
4812941726287154608|30964721339338183|1638316800000|1641945600000|500|TIMESTAMP_DESCENDING
4813222376630137499|167761560020728291|1640995200000|1643414400000|500|TIMESTAMP_DESCENDING
4813785051705660691|4902450494003224336|1646092800000|1650931200000|500|TIMESTAMP_DESCENDING
4813785876339369061|4904422193229733801|1640995200000|1643414400000|500|TIMESTAMP_DESCENDING
4813786700973090778|243759253976779728|1654041600000|1656460800000|500|TIMESTAMP_DESCENDING
4814067351316078464|275566476100912210|1648771200000|1651190400000|500|TIMESTAMP_DESCENDING
4815192976345024649|4898510668962996128|1661990400000|1664409600000|500|TIMESTAMP_DESCENDING
4815474176443826175|4897665969154960469|1640995200000|1644624000000|500|TIMESTAMP_DESCENDING
4815475550833356432|227714080792649738|1646092800000|1650931200000|500|TIMESTAMP_DESCENDING
4815755651420541891|4821949750175608188|1635724800000|1640563200000|500|TIMESTAMP_DESCENDING
4816319151129756129|4843341848405614574|1625097600000|1627516800000|500|TIMESTAMP_DESCENDING
4816320525519303724|4802244852538427090|1661990400000|1666828800000|500|TIMESTAMP_DESCENDING
4816600351228580188|4763119830775633995|1661990400000|1666828800000|500|TIMESTAMP_DESCENDING
4816600351228581084|4899916944334922548|1651363200000|1656201600000|500|TIMESTAMP_DESCENDING
4816602275373909824|4858540397636362470|1648771200000|1652400000000|500|TIMESTAMP_DESCENDING
4816881551327372318|4897946619497941747|1656633600000|1659052800000|500|TIMESTAMP_DESCENDING
4816882650838990849|243758979098885000|1654041600000|1656460800000|500|TIMESTAMP_DESCENDING
4817727075769136280|4796053502562416442|1656633600000|1659052800000|500|TIMESTAMP_DESCENDING
4817727075769138590|4640116090586795172|1643673600000|1646092800000|500|TIMESTAMP_DESCENDING
4817727350647042264|4834052074662528101|1651363200000|1656201600000|500|TIMESTAMP_DESCENDING
4817727350647042912|4900480718922057829|1638316800000|1640736000000|500|TIMESTAMP_DESCENDING
4817727625524948200|4881341520017370038|1648771200000|1653609600000|500|TIMESTAMP_DESCENDING
4817727900402848778|40532396646349920|1651363200000|1656201600000|500|TIMESTAMP_DESCENDING
4817728175280754035|4830956949430343145|1643673600000|1646092800000|500|TIMESTAMP_DESCENDING
4818007176356318023|194781508517500224|1661990400000|1665619200000|500|TIMESTAMP_DESCENDING
4818288926210924505|135390288431553269|1651363200000|1653782400000|500|TIMESTAMP_DESCENDING
4818570401187633162|4907517318461924952|1661990400000|1668038400000|500|TIMESTAMP_DESCENDING
4818853250553886052|4906110768212099796|1640995200000|1644624000000|500|TIMESTAMP_DESCENDING
4819133351141067220|194219932953629240|1661990400000|1677715200000|500|TIMESTAMP_DESCENDING
4819134725530593044|4808437027148153320|1646092800000|1649721600000|500|TIMESTAMP_DESCENDING
4819415100995682921|251922303179307848|1648771200000|1651190400000|500|TIMESTAMP_DESCENDING
4819977501193281958|4798305577254004249|1640995200000|1643414400000|500|TIMESTAMP_DESCENDING
4819979700216530086|4891754719766129420|1656633600000|1660262400000|500|TIMESTAMP_DESCENDING
4819979975094436110|4890629369615094267|1656633600000|1661472000000|500|TIMESTAMP_DESCENDING
4820540726024605234|4866421696984259371|1638316800000|1640736000000|500|TIMESTAMP_DESCENDING
4820823575390862700|295549550179922466|1659312000000|1664150400000|500|TIMESTAMP_DESCENDING
4821103675978039769|4867548421524826808|1648771200000|1652400000000|500|TIMESTAMP_DESCENDING
4821105600123389629|265431452793962893|1635724800000|1638144000000|500|TIMESTAMP_DESCENDING
4821386800222180836|4722587159251407797|1659312000000|1671408000000|500|TIMESTAMP_DESCENDING
4821949200419794888|231935655687499564|1656633600000|1661472000000|500|TIMESTAMP_DESCENDING
4822510775983673465|4890347894638388840|1659312000000|1661731200000|500|TIMESTAMP_DESCENDING
4822511325739504683|287387050733220791|1656633600000|1661472000000|500|TIMESTAMP_DESCENDING
4822511600617401000|4872050921640577996|1654041600000|1658880000000|500|TIMESTAMP_DESCENDING
4822512425251113506|4903857319130968208|1659312000000|1666569600000|500|TIMESTAMP_DESCENDING
4822792525838286910|4894570294166950653|1640995200000|1650672000000|500|TIMESTAMP_DESCENDING
4822792800716211502|4897101919689909462|1638316800000|1640736000000|500|TIMESTAMP_DESCENDING
4822793350472011541|4829830774645607175|1643673600000|1646092800000|500|TIMESTAMP_DESCENDING
4823074275692925423|4743980906748858637|1630454400000|1632873600000|500|TIMESTAMP_DESCENDING
4823074550570816030|246572079598536450|1648771200000|1653609600000|500|TIMESTAMP_DESCENDING
4823075100326638525|4743416857283806831|1656633600000|1660262400000|500|TIMESTAMP_DESCENDING
4823355475791708763|294142725052183884|1648771200000|1651190400000|500|TIMESTAMP_DESCENDING
4823637775402144867|298084199359847589|1646092800000|1649721600000|500|TIMESTAMP_DESCENDING
4823637775402153053|4815474176443826175|1656633600000|1661472000000|500|TIMESTAMP_DESCENDING
4823638874913776360|4853755323032285494|1659312000000|1671408000000|500|TIMESTAMP_DESCENDING
4824202099745099403|4831237599773338838|1648771200000|1652400000000|500|TIMESTAMP_DESCENDING
4824481650576464846|295268899836934975|1651363200000|1654992000000|500|TIMESTAMP_DESCENDING
4824762850675267408|133984562815455404|1654041600000|1661299200000|500|TIMESTAMP_DESCENDING
4825044050774068970|4796897927492540139|1656633600000|1659052800000|500|TIMESTAMP_DESCENDING
4825044875407792125|4879370645424589320|1654041600000|1657670400000|500|TIMESTAMP_DESCENDING
4825326625262419030|268528777049416342|1651363200000|1654992000000|500|TIMESTAMP_DESCENDING
4825327449896135289|275845752054357360|1648771200000|1651190400000|500|TIMESTAMP_DESCENDING
4825608375117030506|4854319922253138953|1656633600000|1659052800000|500|TIMESTAMP_DESCENDING
4825889300337927261|4853474672689283151|1654041600000|1660089600000|500|TIMESTAMP_DESCENDING
4826171599948359738|289075075959770477|1643673600000|1646092800000|500|TIMESTAMP_DESCENDING
4826452250291347626|4901325968485912260|1651363200000|1656201600000|500|TIMESTAMP_DESCENDING
4826452250291350709|4877962720785203452|1654041600000|1658880000000|500|TIMESTAMP_DESCENDING
4826453074925073269|4781697454116451101|1656633600000|1659052800000|500|TIMESTAMP_DESCENDING
4826733175512252639|4900199518823267343|1656633600000|1661472000000|500|TIMESTAMP_DESCENDING
4827015475122680524|290483550354951407|1648771200000|1653609600000|500|TIMESTAMP_DESCENDING
4827298324488916390|4905546443869138911|1661990400000|1666828800000|500|TIMESTAMP_DESCENDING
4827577875320291793|240098979767914573|1648771200000|1653609600000|500|TIMESTAMP_DESCENDING
4827859350297005436|4897385593689887384|1656633600000|1660262400000|500|TIMESTAMP_DESCENDING
4827860174930711866|4882185395191685587|1635724800000|1639353600000|500|TIMESTAMP_DESCENDING
4827860999564428182|4798305852131906049|1651363200000|1653782400000|500|TIMESTAMP_DESCENDING
4827861274442334468|202945932109561620|1656633600000|1661472000000|500|TIMESTAMP_DESCENDING
4828140825273713078|4821949200419794888|1640995200000|1643414400000|500|TIMESTAMP_DESCENDING
4828141100151619935|232780080617623985|1651363200000|1656201600000|500|TIMESTAMP_DESCENDING
4828142474541146728|4897946344620053193|1659312000000|1664150400000|500|TIMESTAMP_DESCENDING
4828142749419047132|187464533512554163|1659312000000|1664150400000|500|TIMESTAMP_DESCENDING
4828421750494609009|4849250898771197556|1648771200000|1651190400000|500|TIMESTAMP_DESCENDING
4828421750494609884|4906391968310901506|1656633600000|1660262400000|500|TIMESTAMP_DESCENDING
4828703500349225002|4863325472240449449|1656633600000|1662681600000|500|TIMESTAMP_DESCENDING
4828984700448024979|4859384822566489714|1659312000000|1664150400000|500|TIMESTAMP_DESCENDING
4828984975325928593|4894568644899512907|1654041600000|1658880000000|500|TIMESTAMP_DESCENDING
4828985250203838136|4873739221745008665|1654041600000|1656460800000|500|TIMESTAMP_DESCENDING
4828985799959649383|4877400595465503574|1656633600000|1659052800000|500|TIMESTAMP_DESCENDING
4829267274936367263|4886687895307437049|1654041600000|1658880000000|500|TIMESTAMP_DESCENDING
4829548475035166553|283445576425556870|1661990400000|1666828800000|500|TIMESTAMP_DESCENDING
4829831599279313677|4898510119207186134|1643673600000|1647302400000|500|TIMESTAMP_DESCENDING
4830110600354859201|293859875685929643|1654041600000|1658880000000|500|TIMESTAMP_DESCENDING
4830955849918721266|4760307005153871248|1654041600000|1656460800000|500|TIMESTAMP_DESCENDING
4830956949430343145|4907518417973544017|1661990400000|1671667200000|500|TIMESTAMP_DESCENDING
4831517975238416500|4871769721541772881|1648771200000|1653609600000|500|TIMESTAMP_DESCENDING
4831517975238428870|4837147749650544942|1661990400000|1666828800000|500|TIMESTAMP_DESCENDING
4831518524994231329|4849251173649106111|1651363200000|1653782400000|500|TIMESTAMP_DESCENDING
4831519074750049439|253047928208243313|1651363200000|1656201600000|500|TIMESTAMP_DESCENDING
4832082299581372166|4803652502299869540|1661990400000|1693440000000|500|TIMESTAMP_DESCENDING
4832082849337200152|269934502665534694|1661990400000|1665619200000|500|TIMESTAMP_DESCENDING
4832362675046449264|274720951659141649|1640995200000|1650672000000|500|TIMESTAMP_DESCENDING
4832363499680185688|101613291226286727|1646092800000|1650931200000|500|TIMESTAMP_DESCENDING
4832646074168517168|4854319372497323309|1648771200000|1651190400000|500|TIMESTAMP_DESCENDING
4832925899877793398|4822793350472011541|1648771200000|1653609600000|500|TIMESTAMP_DESCENDING
4832926449633602887|298084474237763394|1654041600000|1656460800000|500|TIMESTAMP_DESCENDING
4832926724511512537|4730469558110913706|1648771200000|1651190400000|500|TIMESTAMP_DESCENDING
4832927549145226354|4808155827049352365|1654041600000|1657670400000|500|TIMESTAMP_DESCENDING
4833490224220754698|4846999098957506132|1659312000000|1661731200000|500|TIMESTAMP_DESCENDING
4833770049930023869|4849534572771153553|1661990400000|1666828800000|500|TIMESTAMP_DESCENDING
4833771699197447975|4856571172311017914|1654041600000|1657670400000|500|TIMESTAMP_DESCENDING
4834333824517149811|4903576393910059107|1651363200000|1654992000000|500|TIMESTAMP_DESCENDING
4834334099395055727|4858540397636357585|1646092800000|1648512000000|500|TIMESTAMP_DESCENDING
4834895674958940336|75718692880518582|1646092800000|1650931200000|500|TIMESTAMP_DESCENDING
4834896224714752147|4821387349977992859|1635724800000|1638144000000|500|TIMESTAMP_DESCENDING
4835179074081003885|4908080268415343722|1651363200000|1656201600000|500|TIMESTAMP_DESCENDING
4835179074081010192|4888375920533962814|1656633600000|1662681600000|500|TIMESTAMP_DESCENDING
4835458624912369910|4906955468020141646|1661990400000|1666828800000|500|TIMESTAMP_DESCENDING
4835459449546100353|4708795710026302454|1659312000000|1664150400000|500|TIMESTAMP_DESCENDING
4835741199400713297|93452166169118452|1661990400000|1665619200000|500|TIMESTAMP_DESCENDING
4835741199400717305|282601426373326102|1656633600000|1661472000000|500|TIMESTAMP_DESCENDING
4836303049842510942|256425627928769818|1651363200000|1653782400000|500|TIMESTAMP_DESCENDING
4836585349452923513|4872050371884763099|1659312000000|1664150400000|500|TIMESTAMP_DESCENDING
4837429224627244683|4811816376136126600|1651363200000|1657411200000|500|TIMESTAMP_DESCENDING
4837429774383057942|227151680595055172|1656633600000|1661472000000|500|TIMESTAMP_DESCENDING
4837431423650508639|259238728428436150|1648771200000|1651190400000|500|TIMESTAMP_DESCENDING
4837710974481866831|4904140993130935660|1651363200000|1656201600000|500|TIMESTAMP_DESCENDING
4837712073993500009|4847281948323743771|1661990400000|1668038400000|500|TIMESTAMP_DESCENDING
4837712073993508210|4806748452165785321|1654041600000|1658880000000|500|TIMESTAMP_DESCENDING
4838273924435288753|4874021246477550958|1654041600000|1658880000000|500|TIMESTAMP_DESCENDING
4838273924435293092|255017703289395406|1656633600000|1661472000000|500|TIMESTAMP_DESCENDING
4839119448877049970|214485856398880471|1661990400000|1666828800000|500|TIMESTAMP_DESCENDING
4839119448877054349|4903858143764684695|1648771200000|1651190400000|500|TIMESTAMP_DESCENDING
4839681574196751190|102458265912234726|1638316800000|1640736000000|500|TIMESTAMP_DESCENDING
