id|startTime|endTime|truncationLimit|truncationOrder
4909768568519796653|1654041600000|1658880000000|500|TIMESTAMP_DESCENDING
38001320879212489|1654041600000|1657670400000|500|TIMESTAMP_DESCENDING
46726495401431756|1659312000000|1664150400000|500|TIMESTAMP_DESCENDING
56577020074676429|1651363200000|1654992000000|500|TIMESTAMP_DESCENDING
65865969184020985|1656633600000|1660262400000|500|TIMESTAMP_DESCENDING
70088368712598476|1651363200000|1653782400000|500|TIMESTAMP_DESCENDING
73185418090126175|1659312000000|1661731200000|500|TIMESTAMP_DESCENDING
78814642746427519|1656633600000|1660262400000|500|TIMESTAMP_DESCENDING
86977142193138308|1651363200000|1654992000000|500|TIMESTAMP_DESCENDING
93168492169138984|1651363200000|1656201600000|500|TIMESTAMP_DESCENDING
101331266493761164|1661990400000|1665619200000|500|TIMESTAMP_DESCENDING
106679565929158978|1648771200000|1651190400000|500|TIMESTAMP_DESCENDING
107523715981380780|1656633600000|1662681600000|500|TIMESTAMP_DESCENDING
109494315696273353|1659312000000|1662940800000|500|TIMESTAMP_DESCENDING
110059189795042350|1654041600000|1658880000000|500|TIMESTAMP_DESCENDING
118221139485925746|1654041600000|1656460800000|500|TIMESTAMP_DESCENDING
118221689241752107|1654041600000|1658880000000|500|TIMESTAMP_DESCENDING
118502339584736411|1659312000000|1661731200000|500|TIMESTAMP_DESCENDING
119628789247379820|1661990400000|1664409600000|500|TIMESTAMP_DESCENDING
119910813979903828|1643673600000|1646092800000|500|TIMESTAMP_DESCENDING
120753589642608727|1651363200000|1653782400000|500|TIMESTAMP_DESCENDING
121318188863461574|1640995200000|1643414400000|500|TIMESTAMP_DESCENDING
121597464816927481|1648771200000|1651190400000|500|TIMESTAMP_DESCENDING
121880039305268404|1648771200000|1653609600000|500|TIMESTAMP_DESCENDING
123004839700480264|1651363200000|1656201600000|500|TIMESTAMP_DESCENDING
124693414682825153|1659312000000|1661731200000|500|TIMESTAMP_DESCENDING
124975714293271852|1654041600000|1657670400000|500|TIMESTAMP_DESCENDING
125258563659515935|1651363200000|1656201600000|500|TIMESTAMP_DESCENDING
127789639426652608|1651363200000|1653782400000|500|TIMESTAMP_DESCENDING
129197564066024076|1640995200000|1643414400000|500|TIMESTAMP_DESCENDING
130042263874051490|1648771200000|1653609600000|500|TIMESTAMP_DESCENDING
134547512768871722|1651363200000|1654992000000|500|TIMESTAMP_DESCENDING
138206137710286671|1638316800000|1640736000000|500|TIMESTAMP_DESCENDING
141302087576200632|1648771200000|1651190400000|500|TIMESTAMP_DESCENDING
141302637332009124|1648771200000|1651190400000|500|TIMESTAMP_DESCENDING
141865312407536601|1654041600000|1658880000000|500|TIMESTAMP_DESCENDING
142990662558559879|1659312000000|1662940800000|500|TIMESTAMP_DESCENDING
143833713099152962|1656633600000|1661472000000|500|TIMESTAMP_DESCENDING
144398312320016446|1651363200000|1653782400000|500|TIMESTAMP_DESCENDING
