id|threshold1|threshold2|startTime|endTime|truncationLimit|truncationOrder
4614782243171217523|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4616471093031481453|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
5629499534233254|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4618160217769657448|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4618442242502180832|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4618723442600979867|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4618723992356787662|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4619004917577692026|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4619569241920652902|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4621258091780903063|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
9851624184874008|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4622383991687756524|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
11540474045145460|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
11822498777672207|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4624354041646822989|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4624633867356088574|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4624635791501440719|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4625198191699045602|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4625198466576952591|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4625197916821147232|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
13511348637934126|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4625198191699046679|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4626322992094252147|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4626604741948886953|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
14918998399405076|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4626886216925588519|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
15200473376108299|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
16607848259666891|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4628294416442855754|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4628575066785844476|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4629420041471806856|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
18577348462924805|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4630545391622818797|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4631108341576246338|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
19985547980191213|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
19985547980193760|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4631952216750573362|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4632234241483087585|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4632515441581892768|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4632797741192314969|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
21111173009120228|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
21392098230020823|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
21674122962534631|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
22237347793877554|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4634204016564257503|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4634205940709594387|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4634205665831697979|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4634487415686300306|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4634768890663017701|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
23081497846105926|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
23362972822807144|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4635049541006017855|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
23644172921616244|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4635330191349009974|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4635331840616447924|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
23644172921608986|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4635894790569873865|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4636176265546570000|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4636456366133743211|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4636737841110471112|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4637020415598794623|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4637020690476715662|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4637301890575517123|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4637300516185964694|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
25615047514406356|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
25614222880686659|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4638709540336963900|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
27022422397947278|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
27303897374659691|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
27303072740946311|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4639552041121761249|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4639552041121757867|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4639834615610097720|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4640116090586807923|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4640115815708900887|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4640397290685613943|0.0|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
