id|threshold|startTime|endTime|truncationLimit|truncationOrder
844974685947043|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4612532092624966603|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
1408199517279108|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4613376517555100789|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4613657717653909269|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4613656893020180926|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
2252349569505328|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
2252074691593913|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4614501592828221126|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4614782518049124880|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
3096224743829805|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4615345193124632113|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4615626668101346478|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4616753667519813138|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4617034042984901011|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4617598917083672072|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
5910974510933181|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4617597817572036775|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4617597267816222927|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
6192999243450169|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
6192999243448944|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4617880392060374387|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4618161867037090954|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4618441967624266602|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
6755674318974539|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4618442792257982707|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4618722892845164783|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4619004917577687493|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4619005742211406967|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4619004917577690449|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4619004917577689932|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
7881299347910345|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4619568967042731108|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
8162774324618645|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
8163598958335487|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4619849892263636604|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
8163598958333964|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4619850442019443660|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
8163049202527192|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4620131916996155429|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4620130817484532687|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4620131642118249149|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
8444249301328991|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
8444524179234353|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
8444799057137712|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
8725999155942330|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
8725724278032660|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
8726548911763195|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4620412567339145312|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4620413117094961521|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4620411742705423050|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4620693767437955022|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4620695141827482400|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
9007749010558798|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4620974692658847703|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4620976067048381180|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
9288949109362537|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4621257542025089833|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4621256992269282188|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4621256167635556426|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4621256167635561332|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
9570149208172416|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4621539566757622267|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4621819392466883691|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4621819392466880237|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4621819117588973521|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4622100592565682706|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4622101142321499694|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4622101417199403282|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4622100867443599190|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4622102241833130247|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4622383991687753283|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4622383716809835218|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4622383991687744185|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4622383716809836141|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
10696598870827495|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4622664367152831307|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4622664092274917968|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4622664642030742508|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4622665466664464495|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
11258999068435553|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4622946117007450613|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
11259823702150732|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4622946666763265498|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4622946391885352369|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
11258999068433714|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4622946666763263586|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4622945567251630212|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
11541298678870327|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
11541298678865892|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
11822498777667631|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4623509616716689547|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
11822773655576065|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4623509341838782550|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4623509341838776389|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4623509341838778269|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4623791091693391629|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4623789992181765832|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
12103423998560075|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4624071192280575657|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4624070917402663795|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4624071467158473560|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4624352392379370720|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
12667198585701899|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4624353217013099242|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4624634417111899313|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
12947848928702356|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4624634417111895538|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4624635241745617780|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4624635241745616909|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4624634142233990110|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4624916441844423029|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4624915617210701317|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4624916166966509721|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
13229323905401210|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4624917266478144605|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4624916441844424898|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4624915342332790332|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4625198191699042559|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
13511623515833217|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4625198466576943279|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4625197092187409878|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
13793098492544516|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
13792548736735351|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4625478567164120965|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4625478567164126638|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
13792548736736541|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
13792823614636985|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4625760042140829422|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4625760866774558278|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4625761691408272023|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
14074573469256955|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4625760866774560870|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4626041517117547155|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4626041242239641840|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4626042341751260140|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
14355223812252863|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
14637523422679622|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
