createTime|dependencyTime|investorId|companyId|ratio
1669691373650|1629882914116|7696581397008|7696581394592|0.14579884674642235
1669696631302|1628634113444|7696581395179|5497558142167|0.15593636482486936
1669725394538|1623142241897|3298534887263|6597069770059|0.2894231071030598
1669725806814|1608170087234|4398046514597|1099511630796|0.1115815750201885
1669744557598|1596321068319|2199023257805|2199023258688|0.1683091369980919
1669747478228|1637670165161|5497558142121|9895604652359|0.28429377603266653
1669762558627|1620586665412|2199023257253|6597069767890|0.2083781068847191
1669764376588|1603920306224|1099511630534|3298534886248|0.05586518069418693
1669768586766|1638336311305|3298534886932|9895604652827|0.08740759674920916
1669777571237|1637343362097|9895604652277|5497558141313|0.17385441999636908
1669781676423|1623866114568|3016|7696581396135|0.2585977473518817
1669784544393|1631534667617|7696581398126|8796093022326|0.2540699818296798
1669785334991|1612216847181|5497558142400|5497558141563|0.10550935989933105
1669787940112|1640635627875|9895604653905|7696581396205|0.0909966069810021
1669799683333|1639397819863|3793|9895604651265|0.32198315667153815
1669802669965|1627244265314|7696581397180|7696581397082|0.08529819690826816
1669822380285|1615566855898|5497558141090|1944|0.0958527368979185
1669829335761|1636989312908|3298534885052|9895604651169|0.15207095606250995
1669839228704|1624270819092|7696581396530|2199023256583|0.18216492259521347
1669840415341|1639363849861|1099511630530|9895604651628|0.1425385790111835
1669849391112|1640027616229|9895604650291|6597069769831|0.18321441933950397
1669853590877|1627915116022|7696581397836|3298534886999|0.09544833379359817
1669858887231|1631516897451|2199023256214|8796093023907|0.17536160343991342
1669858949296|1638280970279|2199023258741|9895604651403|0.21150351719579594
1669861889026|1623908552716|3298534883381|7696581396185|0.08588929984471926
1669862476214|1626516549075|7696581395992|5497558140504|0.14494606558889214
1669862882337|1589620515364|2305|1099511630432|0.05492360728239538
1669865324433|1635859342762|8796093024944|3298534885710|0.15320707854680335
1669873428433|1623938508739|7696581397798|3298534885754|0.15911150144989541
1669877919874|1626397599284|7696581396400|1132|0.11867241072456465
1669903585325|1614372671582|5497558142813|3298534886629|0.1306716330518331
1669905922211|1621214141030|2199023256170|6597069768404|0.33040057467609996
1669910882834|1623501087356|2281|6597069767414|0.17510959034265988
1669919201277|1621810848296|6597069770239|3298534886141|0.14806083285277433
1669924138905|1621656631011|3158|6597069768036|0.03465523060427593
1669927190979|1616923300129|3298534886756|5497558142773|0.21831034161652926
1669928419916|1587144140097|1099511628405|3548|0.0037505766856941766
1669936916963|1640681352903|9895604650287|9895604653615|0.004587336944754101
1669938974308|1638002055732|9895604651103|7696581397614|0.07815246470112965
1669942392108|1630172666973|6597069767311|8796093025085|0.0099788349444864
1669958298405|1621783000364|4398046513220|6597069767601|0.11748596687475878
1669966816277|1639073847356|9895604650880|6597069770047|0.08877295059163123
1669969536471|1635277612449|2199023259446|8796093024148|0.23761535979080212
1669970597810|1622434183493|6597069768847|2691|0.25056599970735305
1669974859320|1638754111057|4398046512724|9895604651211|0.14598605290239824
1669975014549|1630330045565|7696581395960|8796093023353|0.14843570361273983
1669980450771|1608113511168|4398046511518|1182|0.2899747630365128
1669985358192|1597403376206|1099511628204|2199023255612|0.2255184840363664
1669992437191|1599953811916|1099511631634|3298534885443|0.14338038774423548
1669993416097|1629592610872|2199023259551|7696581397705|0.1767675021486655
1670002107570|1612564463029|5497558142635|930|0.45345281103502816
1670014150938|1612090555753|5497558141368|3298534885433|0.14093236979478233
1670022740185|1607195695935|4398046512833|2199023256685|0.0004922789635835455
1670035287284|1638408823877|9895604652643|8796093023373|0.41842702472517485
1670037505196|1629899100432|7696581397070|7696581397836|0.14317469143684636
1670051307049|1604151492546|2193|4398046513077|0.369284560132952
1670060769228|1638049440915|4398046514373|9895604653581|0.01573815915706942
1670063425292|1638372912048|6597069766813|9895604652006|0.14615817798061734
1670068535348|1614338150204|5497558142805|5497558140377|0.05340666878661042
1670069380120|1629246379341|2841|7696581394542|0.20562542365679504
1670078864078|1637135861169|4398046512583|9895604651337|0.39907055873773506
1670079513069|1626829513074|2939|7696581395346|0.03912451118773362
1670087992232|1619408990551|6597069769266|3298534883732|0.20303108110543974
1670088134777|1605722434276|1099511630196|4398046513400|0.15734206145799945
1670090381463|1638130265571|1099511629557|9895604652153|0.13640214591456568
1670093572696|1640559195787|9895604652193|1442|0.010755096271727023
1670097094294|1636696524488|9895604653261|2199023256590|0.06321242679366548
1670106308293|1623136932261|2199023256045|6597069767064|0.1411927945183989
1670110371288|1621079304772|6597069767553|2199023256344|0.13224135707889453
1670111249975|1613515419471|5497558140142|2199023257755|0.15966033168866964
1670116384408|1630985040254|4398046513391|8796093024975|0.07879625709501346
1670121352139|1633519514232|8796093023853|1099511630181|0.22991601498383868
1670124023570|1629964917266|7696581395983|3660|0.11783569951020118
1670125901376|1635664145324|8796093024792|7696581396240|0.04758772987144671
1670128192107|1619703156441|6597069768588|3298534885875|0.3068870494753535
1670128414978|1619423910421|6597069768120|5497558142251|0.015313007926038175
1670130819405|1636505278303|8796093025850|6597069767013|0.07228537617878245
1670144079938|1600284338057|3298534884906|1099511629938|0.2352136902121518
1670147552905|1611995093955|2847|5497558140069|0.7264525445667431
1670157775764|1637060603780|5497558140122|9895604653860|0.24765344691769686
1670157846935|1635237305055|8796093023585|4398046514544|0.222284080232001
1670162111625|1637250654656|9895604652304|8796093025096|0.030022394617842188
1670164935908|1634606193904|8796093023090|2480|0.1446556669826768
1670165419682|1628634113444|1099511630500|7696581395179|0.20666570939047557
1670178857088|1639109559194|9895604650536|9895604652153|0.09970533505083796
1670185312255|1614132731428|5497558139053|3278|0.09601171220654016
1670186277808|1630348200279|1099511629681|8796093023237|0.06505568435021873
1670187208885|1638643933712|9895604650448|2249|0.08811355661108494
1670192054566|1636170002927|8796093022669|8796093024212|0.02184299472423705
1670204311090|1600520620983|3298534883551|2199023258895|0.0813941542551891
1670209486061|1580537030749|2609|997|0.28947776431808164
1670214139558|1605796920881|4398046513667|2199023257597|0.20213055074251401
1670224758111|1614944021782|3298534884297|5497558141568|0.1288216732282529
1670230621431|1636287784478|6597069767241|8796093023595|0.01765260550391304
1670237385557|1638134040473|5497558142107|9895604651845|0.026172032921660416
1670241368073|1604565220025|2199023257711|4398046513335|0.12753622064450523
1670250319282|1605470485868|4398046512978|2199023255596|0.11907628737962542
1670252921730|1614220312897|1099511629411|5497558139324|0.20065762972235196
1670263154255|1603730896385|3298534883515|1446|0.17629327677864381
1670264854980|1636546079842|8796093022785|2199023258837|0.1089733317230649
1670267179584|1592858228308|358|2199023255593|0.09289660038090398
1670269996181|1626652016668|7696581396229|6597069770601|0.019713092090150545
1670277828743|1633778601461|1099511629539|8796093024556|0.1414696087826111
1670289824531|1637481832412|9895604653005|6597069770631|0.24027055823094506
1670293800158|1637629451099|2199023258577|9895604652764|0.1822524838741604
1670300352198|1629130427085|4398046513391|7696581398391|0.033557371207473305
1670322083397|1638797842567|3298534886248|9895604651643|0.04299646468288168
1670325491158|1638000294420|9895604650951|1099511628624|0.12746702785864644
1670325688163|1618864485819|6597069767493|6597069768115|0.06873669715231656
1670327159536|1637501905096|5497558139997|9895604653402|0.27688763775968595
1670331093184|1640922618265|9895604651537|3298534884783|0.08804367839798019
1670354095509|1595441560105|2199023255697|2238|0.21188405139069708
1670360635281|1638016082838|3756|9895604653650|0.17033732861358955
1670367964239|1613180093983|1099511628786|5497558139200|0.1995499088852546
1670369304674|1633089877876|8796093023944|2199023256383|0.14336686611417726
1670387791776|1597805021528|3298534886550|1489|0.11304895468675527
1670390225368|1637670165161|9895604652359|8796093024336|0.229554236641369
1670405342269|1601568022808|3298534883667|3874|0.0849275687644328
1670405633244|1632739540031|2361|8796093023124|0.06467506488386732
1670410164729|1640174807328|3298534883407|9895604651083|0.22128903777741266
1670410992767|1618182951829|6597069768621|3298534887023|0.12777044197273313
1670429120819|1607345730088|4398046513377|2199023258701|0.13838897682210766
1670432412036|1590995980183|2199023256887|1099511628730|0.1547952045757711
1670437254685|1631872171277|1099511629519|8796093022531|0.2001698060047167
1670438059327|1614705629897|5497558139314|5497558142184|0.5065967721465442
1670445830282|1637515476388|9895604653012|2199023255952|0.0797209687589337
1670449378708|1590995980183|1691|2199023256887|0.15313043142360402
1670468575961|1640916538913|9895604650413|6597069766680|0.09922038125544555
1670470688252|1637461596713|9895604651433|3437|0.010192776645574006
1670488374653|1634554348304|8796093023999|5497558140231|0.09827521242728648
1670492241250|1624459707209|1099511630728|7696581395560|0.1539230069657889
1670494157349|1616013130318|5497558142876|5497558142108|0.2933479763957961
1670494798348|1608529895452|4398046513598|2199023257819|0.2426355516998677
1670496714203|1596408681206|2796|2199023257233|0.040950155388340674
1670496819010|1592713782483|1099511629411|2199023257941|0.07360806649014874
1670498666231|1636363699725|1099511630180|8796093023882|0.0905121250540795
1670504226953|1639098911748|5497558141165|9895604651609|0.18181116284720905
