createTime|dependencyTime|investorId|companyId|ratio
1669692564322|1631934030212|6597069771859|8796093024711|0.10061869707511344
1669698163691|1634317465193|13194139538816|8796093025405|0.1735817845699131
1669698658523|1638737130860|8796093027836|9895604651836|0.25272626307942525
1669699029193|1635251299742|15393162794169|8796093025742|0.5409870956045485
1669699765157|1587876682535|4964|1099511628059|0.07473462515137547
1669700956578|1611894124953|4398046517298|5497558141583|0.02310494054801009
1669700980904|1595441560105|4496|2199023255697|0.1755606323713981
1669702334579|1627857782651|4398046513682|7696581395686|0.0829248233990078
1669702683837|1614138554244|6790|5497558142251|0.15783587298056723
1669708919146|1629451560598|4398046517913|7696581394916|0.5677036513693123
1669709597241|1592666804347|4398046514514|1099511627838|0.18743215216160336
1669709960881|1635218940277|6597069772334|8796093026041|0.17184617909849853
1669712793209|1620416090166|13194139533507|3298534884232|0.23366824075285583
1669712872993|1578361248084|4141|1500|0.12975861691293522
1669713209451|1638479495058|6597069774029|9895604650911|0.3203175285744108
1669714732738|1638117170154|13194139537350|9895604650483|0.13992624732079098
1669715592100|1637372146160|19791209302005|1099511629378|0.23999641359464285
1669716271058|1596218351863|4398046511455|680|0.11268543196498126
1669717845443|1618381203786|6597069773758|6597069767147|0.057587795550847365
1669718606640|1637699330723|19791209301682|1862|0.14340151242900753
1669724795534|1615334532247|8796093022266|5497558139713|0.06067816792191443
1669724929914|1621857612000|2199023256596|6597069766686|0.0002435774192192195
1669725230594|1638754111057|2046|9895604651211|0.09140514024931211
1669726399734|1632133640266|4398046517574|8796093024252|0.05640824790988227
1669727124799|1629248376162|6597069769241|7696581395457|0.18841679311419096
1669729122783|1609890304866|8796093024006|2199023258159|0.3972045022372257
1669729288222|1597281163742|4398046511321|2415|0.038026975032280294
1669735687336|1629775579054|15393162793851|7696581398391|0.17161957557579807
1669740920424|1629246379341|315|7696581394542|0.027625069263641857
1669744870096|1628170322190|15393162794651|3298534887067|0.006225257761568496
1669746329123|1635247715858|10995116279757|8796093023328|0.17671898910315512
1669748107357|1601008946616|6597069772933|3298534887255|0.22276719551535
1669748352855|1633502953701|10995116285112|8796093022752|0.07757944697796308
1669749318893|1616577038169|10995116283423|2199023256583|0.010500956981256197
1669758871873|1621299637768|10995116279058|6597069767809|0.16056802351062946
1669760132769|1626052000186|13194139536698|7696581395934|0.38389381999887656
1669765351460|1639676338372|19791209301879|3814|0.19376188570456881
1669768664242|1593773300946|3070|2199023257616|0.07065666556539774
1669769878030|1632680696512|17592186044551|1099511631525|0.20498357168655473
1669771024907|1638016082838|17592186049230|9895604653650|0.047966235574991536
1669775151205|1629764653425|6597069770910|7696581395174|0.07651831011347823
1669780019469|1596969433547|4398046518012|1099511630656|0.051977484631411476
1669780235466|1626331084011|10995116278161|7696581394601|0.1542883186823591
1669783634588|1633680055860|17592186044492|1493|0.06595404242184896
1669784352324|1601182162316|2199023261426|3298534884217|0.13333670421081617
1669786285927|1640691056244|6945|9895604652007|0.23302927066943296
1669787342664|1599729225560|6597069769079|3298534886231|0.2715580470569795
1669790321481|1609732441379|8796093027665|3298534884870|0.17559904414642893
