id|startTime|endTime|truncationLimit|truncationOrder
77161|1661990400000|1664409600000|500|TIMESTAMP_DESCENDING
4398046565688|1661990400000|1664409600000|500|TIMESTAMP_DESCENDING
24189255841692|1646092800000|1648512000000|500|TIMESTAMP_DESCENDING
13194139578705|1633046400000|1635465600000|500|TIMESTAMP_DESCENDING
26388279162827|1656633600000|1661472000000|500|TIMESTAMP_DESCENDING
24189255852827|1664582400000|1667001600000|500|TIMESTAMP_DESCENDING
24189255877395|1664582400000|1667001600000|500|TIMESTAMP_DESCENDING
6597069846318|1656633600000|1659052800000|500|TIMESTAMP_DESCENDING
17592186066929|1664582400000|1667001600000|500|TIMESTAMP_DESCENDING
17592186079933|1661990400000|1664409600000|500|TIMESTAMP_DESCENDING
17592186104051|1651363200000|1653782400000|500|TIMESTAMP_DESCENDING
19791209351508|1656633600000|1659052800000|500|TIMESTAMP_DESCENDING
26388279111715|1656633600000|1659052800000|500|TIMESTAMP_DESCENDING
2199023351509|1659312000000|1661731200000|500|TIMESTAMP_DESCENDING
6597069767083|1661990400000|1664409600000|500|TIMESTAMP_DESCENDING
6597069813367|1635724800000|1638144000000|500|TIMESTAMP_DESCENDING
8796093081211|1656633600000|1659052800000|500|TIMESTAMP_DESCENDING
19791209365880|1654041600000|1656460800000|500|TIMESTAMP_DESCENDING
26388279080496|1651363200000|1653782400000|500|TIMESTAMP_DESCENDING
17592186104376|1654041600000|1656460800000|500|TIMESTAMP_DESCENDING
19791209387140|1659312000000|1661731200000|500|TIMESTAMP_DESCENDING
24189255835468|1654041600000|1656460800000|500|TIMESTAMP_DESCENDING
24189255846345|1654041600000|1656460800000|500|TIMESTAMP_DESCENDING
19791209373420|1659312000000|1661731200000|500|TIMESTAMP_DESCENDING
10995116362144|1648771200000|1651190400000|500|TIMESTAMP_DESCENDING
4398046565856|1661990400000|1664409600000|500|TIMESTAMP_DESCENDING
2199023343768|1648771200000|1651190400000|500|TIMESTAMP_DESCENDING
10995116302257|1640995200000|1643414400000|500|TIMESTAMP_DESCENDING
10995116350873|1659312000000|1661731200000|500|TIMESTAMP_DESCENDING
30410|1659312000000|1661731200000|500|TIMESTAMP_DESCENDING
32462|1659312000000|1661731200000|500|TIMESTAMP_DESCENDING
4398046546145|1651363200000|1653782400000|500|TIMESTAMP_DESCENDING
6597069782945|1659312000000|1661731200000|500|TIMESTAMP_DESCENDING
8796093121981|1661990400000|1664409600000|500|TIMESTAMP_DESCENDING
10995116343315|1661990400000|1664409600000|500|TIMESTAMP_DESCENDING
15393162803377|1656633600000|1659052800000|500|TIMESTAMP_DESCENDING
24189255859558|1654041600000|1656460800000|500|TIMESTAMP_DESCENDING
24189255905614|1661990400000|1664409600000|500|TIMESTAMP_DESCENDING
