id|threshold|startTime|endTime|truncationLimit|truncationOrder
36311921263120797|0|1635724800000|1639958400000|500|TIMESTAMP_DESCENDING
140177012303071459|0|1643673600000|1648512000000|500|TIMESTAMP_DESCENDING
146087437058189006|0|1635724800000|1638489600000|500|TIMESTAMP_DESCENDING
163256860881719010|0|1651363200000|1656201600000|500|TIMESTAMP_DESCENDING
172545260235273045|0|1638316800000|1642550400000|500|TIMESTAMP_DESCENDING
177893834548588821|0|1654041600000|1658188800000|500|TIMESTAMP_DESCENDING
185492834286044286|0|1643673600000|1646438400000|500|TIMESTAMP_DESCENDING
195062983494218010|0|1643673600000|1652140800000|500|TIMESTAMP_DESCENDING
210826406823723745|0|1648771200000|1653609600000|500|TIMESTAMP_DESCENDING
228840530455301857|0|1651363200000|1656201600000|500|TIMESTAMP_DESCENDING
231936205443313945|0|1643673600000|1652140800000|500|TIMESTAMP_DESCENDING
238411779175100258|0|1646092800000|1650240000000|500|TIMESTAMP_DESCENDING
240942580064325262|0|1643673600000|1647129600000|500|TIMESTAMP_DESCENDING
244040728953497039|0|1646092800000|1648857600000|500|TIMESTAMP_DESCENDING
255862403097435834|0|1646092800000|1650326400000|500|TIMESTAMP_DESCENDING
267964177828549613|0|1640995200000|1644451200000|500|TIMESTAMP_DESCENDING
268248126706429791|0|1646092800000|1650240000000|500|TIMESTAMP_DESCENDING
268527952415690461|0|1643673600000|1647129600000|500|TIMESTAMP_DESCENDING
268810252026125517|0|1633046400000|1635811200000|500|TIMESTAMP_DESCENDING
271062051839810764|0|1633046400000|1635811200000|500|TIMESTAMP_DESCENDING
280350176315447692|0|1648771200000|1651536000000|500|TIMESTAMP_DESCENDING
283446675937173757|0|1630454400000|1633219200000|500|TIMESTAMP_DESCENDING
286823825901891864|0|1643673600000|1652140800000|500|TIMESTAMP_DESCENDING
294705675005601901|0|1648771200000|1653609600000|500|TIMESTAMP_DESCENDING
296958574330916882|0|1646092800000|1649548800000|500|TIMESTAMP_DESCENDING
4623509066960863755|0|1646092800000|1649548800000|500|TIMESTAMP_DESCENDING
4653344589858473501|0|1646092800000|1650326400000|500|TIMESTAMP_DESCENDING
4655035638741995736|0|1654041600000|1656806400000|500|TIMESTAMP_DESCENDING
4734692232517395559|0|1643673600000|1646438400000|500|TIMESTAMP_DESCENDING
4762276505357123710|0|1651363200000|1655510400000|500|TIMESTAMP_DESCENDING
4768750154943563407|0|1640995200000|1645833600000|500|TIMESTAMP_DESCENDING
4775788128872965526|0|1625097600000|1629331200000|500|TIMESTAMP_DESCENDING
4830112799378123955|0|1648771200000|1652918400000|500|TIMESTAMP_DESCENDING
4833489124709117723|0|1648771200000|1651536000000|500|TIMESTAMP_DESCENDING
4836868473697075237|0|1643673600000|1646438400000|500|TIMESTAMP_DESCENDING
4839119448877050167|0|1651363200000|1654819200000|500|TIMESTAMP_DESCENDING
4841934748399969685|0|1625097600000|1629331200000|500|TIMESTAMP_DESCENDING
4848689598085205680|0|1648771200000|1652227200000|500|TIMESTAMP_DESCENDING
4858539573002634457|0|1654041600000|1657497600000|500|TIMESTAMP_DESCENDING
4858821322857262117|0|1640995200000|1643760000000|500|TIMESTAMP_DESCENDING
4872052021152196681|0|1648771200000|1657238400000|500|TIMESTAMP_DESCENDING
4880213970843086618|0|1648771200000|1651536000000|500|TIMESTAMP_DESCENDING
4888378394435126795|0|1648771200000|1652918400000|500|TIMESTAMP_DESCENDING
4890910844591810632|0|1648771200000|1657238400000|500|TIMESTAMP_DESCENDING
4896259693783032639|0|1640995200000|1645833600000|500|TIMESTAMP_DESCENDING
96829865889628968|0|1643673600000|1646438400000|500|TIMESTAMP_DESCENDING
121316814473925451|0|1625097600000|1627862400000|500|TIMESTAMP_DESCENDING
135110187844381324|0|1646092800000|1648857600000|500|TIMESTAMP_DESCENDING
146932411744136467|0|1640995200000|1643760000000|500|TIMESTAMP_DESCENDING
150028636487952828|0|1635724800000|1638489600000|500|TIMESTAMP_DESCENDING
151715837080768997|0|1635724800000|1639958400000|500|TIMESTAMP_DESCENDING
174515585072238817|0|1633046400000|1636502400000|500|TIMESTAMP_DESCENDING
178175309525292158|0|1646092800000|1653696000000|500|TIMESTAMP_DESCENDING
182959559495654558|0|1654041600000|1656806400000|500|TIMESTAMP_DESCENDING
202099033278263364|0|1651363200000|1656201600000|500|TIMESTAMP_DESCENDING
205477282754605560|0|1646092800000|1648857600000|500|TIMESTAMP_DESCENDING
209418207306456223|0|1654041600000|1656806400000|500|TIMESTAMP_DESCENDING
216455081724222621|0|1654041600000|1656806400000|500|TIMESTAMP_DESCENDING
224056005607037631|0|1640995200000|1645228800000|500|TIMESTAMP_DESCENDING
256425353050850139|0|1643673600000|1647129600000|500|TIMESTAMP_DESCENDING
258115027544835141|0|1659312000000|1662768000000|500|TIMESTAMP_DESCENDING
