id|threshold1|threshold2|startTime|endTime|truncationLimit|truncationOrder
281758100954812296|0|0|1633046400000|1635638400000|500|TIMESTAMP_DESCENDING
283728425791803138|0|0|1646092800000|1653523200000|500|TIMESTAMP_DESCENDING
284009900768514683|0|0|1643673600000|1646265600000|500|TIMESTAMP_DESCENDING
286824100779786245|0|0|1633046400000|1637452800000|500|TIMESTAMP_DESCENDING
287948901175005510|0|0|1638316800000|1640908800000|500|TIMESTAMP_DESCENDING
4651937489852837192|0|0|1638316800000|1640908800000|500|TIMESTAMP_DESCENDING
4674175937158321814|0|0|1646092800000|1649980800000|500|TIMESTAMP_DESCENDING
4675863412629054092|0|0|1640995200000|1643587200000|500|TIMESTAMP_DESCENDING
4697254686225342069|0|0|1627776000000|1630800000000|500|TIMESTAMP_DESCENDING
4726247433460267614|0|0|1638316800000|1641772800000|500|TIMESTAMP_DESCENDING
4732722732314136716|0|0|1643673600000|1646265600000|500|TIMESTAMP_DESCENDING
4734128732808151386|0|0|1643673600000|1646265600000|500|TIMESTAMP_DESCENDING
4749045807062194088|0|0|1638316800000|1640908800000|500|TIMESTAMP_DESCENDING
4749046356818002385|0|0|1646092800000|1649548800000|500|TIMESTAMP_DESCENDING
4754113731032525110|0|0|1643673600000|1646265600000|500|TIMESTAMP_DESCENDING
4755801481381169919|0|0|1633046400000|1636329600000|500|TIMESTAMP_DESCENDING
4758618430171520014|0|0|1646092800000|1649980800000|500|TIMESTAMP_DESCENDING
4760305905642245332|0|0|1640995200000|1643587200000|500|TIMESTAMP_DESCENDING
4763401855508165023|0|0|1619827200000|1622419200000|500|TIMESTAMP_DESCENDING
4763402130386077377|0|0|1643673600000|1646265600000|500|TIMESTAMP_DESCENDING
4769313104897003552|0|0|1638316800000|1641600000000|500|TIMESTAMP_DESCENDING
4771283979489771527|0|0|1638316800000|1642204800000|500|TIMESTAMP_DESCENDING
4784513303395184069|0|0|1648771200000|1652227200000|500|TIMESTAMP_DESCENDING
4786201603499639336|0|0|1640995200000|1643587200000|500|TIMESTAMP_DESCENDING
4787047127941390743|0|0|1622505600000|1625097600000|500|TIMESTAMP_DESCENDING
4787889903604085390|0|0|1633046400000|1636329600000|500|TIMESTAMP_DESCENDING
4789860778196874099|0|0|1638316800000|1640908800000|500|TIMESTAMP_DESCENDING
4792113677522195318|0|0|1640995200000|1644278400000|500|TIMESTAMP_DESCENDING
4793801702748718348|0|0|1638316800000|1641340800000|500|TIMESTAMP_DESCENDING
4796617002271657204|0|0|1643673600000|1647561600000|500|TIMESTAMP_DESCENDING
4802245127416327721|0|0|1635724800000|1638316800000|500|TIMESTAMP_DESCENDING
4807874901828441024|0|0|1640995200000|1644451200000|500|TIMESTAMP_DESCENDING
4812659976432538827|0|0|1635724800000|1638316800000|500|TIMESTAMP_DESCENDING
4814067351316091743|0|0|1643673600000|1646956800000|500|TIMESTAMP_DESCENDING
4814349101170708207|0|0|1633046400000|1636070400000|500|TIMESTAMP_DESCENDING
4815474451321730014|0|0|1643673600000|1646956800000|500|TIMESTAMP_DESCENDING
4816881276449474206|0|0|1635724800000|1639008000000|500|TIMESTAMP_DESCENDING
4817162751426186210|0|0|1640995200000|1644451200000|500|TIMESTAMP_DESCENDING
4817446700304054393|0|0|1643673600000|1646265600000|500|TIMESTAMP_DESCENDING
4818291125234190537|0|0|1625097600000|1627689600000|500|TIMESTAMP_DESCENDING
4819416475385212728|0|0|1640995200000|1643587200000|500|TIMESTAMP_DESCENDING
4821104225733842460|0|0|1627776000000|1632182400000|500|TIMESTAMP_DESCENDING
4824481375698570976|0|0|1638316800000|1641340800000|500|TIMESTAMP_DESCENDING
4828140550395810095|0|0|1635724800000|1638316800000|500|TIMESTAMP_DESCENDING
4830956949430354834|0|0|1638316800000|1641600000000|500|TIMESTAMP_DESCENDING
4834051799784640844|0|0|1640995200000|1644278400000|500|TIMESTAMP_DESCENDING
4838275298824825924|0|0|1643673600000|1647993600000|500|TIMESTAMP_DESCENDING
