id|threshold|startTime|endTime|truncationLimit|truncationOrder
281474976715389|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
844699808055006|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
1125899906850268|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
1689674493990551|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
1688849860276589|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
2251799813685615|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4613939192630608734|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
2252074691603838|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4614220392729413289|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
2533274790404746|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4614220667607332302|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4614500768194507750|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4614501043072404550|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4614782243171217523|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
3378249476361720|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
3377699720533015|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
3659999330980836|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4615346567514161946|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4615345742880441418|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4615628042490892278|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
3940924551878008|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4615908967711788069|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4615909792345503416|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4615908417955965345|0.0|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
