id|startTime|endTime|truncationLimit|truncationOrder
28292|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
37445|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
66671|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
32025|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
19395|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
58203|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
8210|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
44131|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
56298|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
73848|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
49412|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
43310|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
61009|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
58605|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
30756|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
76694|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
10127|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
27027|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
61778|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
39324|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
38326|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
79830|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
66319|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
67251|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
32130|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
5172|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
75144|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
33963|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
26340|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
36495|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
68411|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
53878|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
8518|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
8155|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
43555|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
71581|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
27623|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
36082|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
42999|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
19412|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
29526|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4208|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
755|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
76951|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
22104|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
73677|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
33695|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
49904|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
57978|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
54619|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
24541|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
78586|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
19273|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
32930|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
36202|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
41753|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
27909|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
45015|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
44292|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
78742|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
51569|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
67263|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
1490|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
20477|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
34195|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
6687|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
31073|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
1685|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
51296|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
40179|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
34758|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
21166|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
12602|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
12219|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
48636|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
14511|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
70969|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
35095|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
30687|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4385|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
78876|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
66235|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
25381|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
4455|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
68346|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
26619|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
39242|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
58403|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
36184|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
8152|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
37270|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
26633|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
47542|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
5235|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
985|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
2036|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
79305|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
20428|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
3574|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
30269|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
3531|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
43259|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
66523|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
21522|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
16761|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
9012|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
49671|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
59549|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
55460|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
20278|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
66742|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
6864|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
29315|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
14964|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
640|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
14012|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
34463|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
24607|1627020616747|1669690342640|500|TIMESTAMP_DESCENDING
